ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco
RA-911,ALUNO-911,2022,4.0,A,,,2019.0,Escola Pública,Quartzo,5.54660878400712,2.5,5.0,7.675756420035596,4.58334,5.0,5.78125,6.1249925,-1.0,5.833333333333333,3.0,3.4,5.0,-2.0,-1.6,2.5,,1
RA-911,Aluno-911,2023,ALFA,ALFA G - G2/G3,11.0,Masculino,2023.0,Pública,Quartzo,5.59545,5.0,3.4,6.7,9.0,2.52,5.3125,7.01,-2.0,3.7,3.0,4.5,5.0,-2.0,1.1,0.0,0.0,0
RA-912,ALUNO-912,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-1.0,,,,0
RA-912,Aluno-912,2023,ALFA,ALFA G - G2/G3,9.0,Feminino,2023.0,Pública,Ametista,7.0797,5.0,6.3,9.4,7.0,7.52,5.625,7.175,-1.0,6.2,6.3,7.25,5.0,-2.0,0.9500000000000002,0.0,-1.0,0
RA-913,ALUNO-913,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.488888888888888,10.0,,,,,0
RA-913,ALUNO-913,2022,3.0,D,,,2022.0,,Ágata,7.027986444444445,10.0,6.488888888888888,8.083333333333334,0.0,7.5,7.96875,7.833335,-1.0,6.833333333333333,6.833333333333333,7.9,5.0,-2.0,1.4111111111111123,-5.0,,0
RA-914,ALUNO-914,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.6,5.0,-1.0,,,,0
RA-914,ALUNO-914,2021,2.0,C,,,,Escola Pública,Quartzo,5.061,5.0,4.6,2.9,0.0,7.5,7.7,7.7,-1.0,,,6.583333333333334,5.0,,1.9833333333333343,0.0,,0
RA-914,ALUNO-914,2022,2.0,B,,,2021.0,Escola Pública,Ágata,6.940909599240267,5.0,6.583333333333334,6.746201329534664,9.000020000000001,7.5,6.25,7.500003333333334,-1.0,7.666666666666667,5.5,8.7,10.0,0.0,2.1166666666666654,5.0,,1
RA-915,ALUNO-915,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.666666666666667,10.0,,,,,0
RA-915,ALUNO-915,2022,2.0,M,,,2022.0,,Ágata,6.598583497194165,10.0,4.666666666666667,6.152637485970819,7.916679999999999,7.5,6.041666666666667,6.44444,-1.0,5.666666666666667,3.666666666666667,8.4,10.0,0.0,3.7333333333333334,0.0,,0
RA-916,ALUNO-916,2021,4.0,G,,,,Rede Decisão,Topázio,8.866,10.0,7.8,9.7,8.3,7.5,9.2,9.3,0.0,,,8.511111111111111,10.0,,0.7111111111111112,0.0,,0
RA-916,ALUNO-916,2022,5.0,L,,,2017.0,Rede Decisão,Topázio,9.354308222222222,10.0,8.511111111111111,10.0,8.75001,9.375,9.0625,9.666675,-1.0,8.166666666666666,8.433333333333334,6.6,5.0,-1.0,-1.9111111111111114,-5.0,,1
RA-916,Aluno-916,2023,ALFA,ALFA H - G0/G1,9.0,Feminino,2023.0,Pública,Ametista,7.3882,5.0,6.6,9.7,9.5,2.52,6.25,9.005,-1.0,7.7,5.5,2.75,5.0,-2.0,-3.8499999999999996,0.0,-1.0,1
RA-917,ALUNO-917,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,10.0,0.0,,,,0
RA-918,ALUNO-918,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.111111111111112,5.0,,,,,0
RA-918,ALUNO-918,2022,4.0,B,,,2022.0,,Ametista,7.619179857540927,5.0,7.111111111111112,8.54728317659352,8.75001,7.5,8.125,7.75,-1.0,7.166666666666667,5.0,7.7,10.0,0.0,0.5888888888888886,5.0,,1
RA-918,Aluno-918,2023,ALFA,ALFA H - G0/G1,7.0,Feminino,2023.0,Pública,Ametista,7.4967,10.0,7.7,8.7,10.0,2.52,5.625,7.01,0.0,7.1,8.3,2.75,5.0,-1.0,-4.95,-5.0,-1.0,1
RA-919,ALUNO-919,2021,6.0,A,,,,Escola Pública,Ágata,6.517,10.0,5.5,3.9,7.5,7.5,7.8,6.8,0.0,,,1.477777777777778,10.0,,-4.022222222222222,0.0,,1
RA-919,ALUNO-919,2022,7.0,A,,,2020.0,Escola Pública,Quartzo,4.831948084967321,10.0,1.477777777777778,4.027450980392157,0.0,6.875,7.65625,6.388886666666667,-1.0,1.1,2.666666666666667,5.3,5.0,-1.0,3.822222222222222,-5.0,,0
RA-919,Aluno-919,2023,ALFA,ALFA H - G0/G1,9.0,Masculino,2023.0,Pública,Agata,6.225,5.0,5.3,8.4,0.0,7.52,6.25,8.09,-1.0,5.5,5.0,5.25,5.0,-2.0,-0.04999999999999982,0.0,-1.0,0
RA-92,ALUNO-92,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.4,5.0,-1.0,,,,0
RA-92,Aluno-92,2022,5,L,16.0,Menina,2016.0,Rede Decisão,Ágata,6.957,5.0,7.4,7.1,9.2,5.0,,6.667,-1.0,7.8,5.5,6.7,5.0,-1.0,-0.7000000000000002,0.0,0.0,1
RA-92,Aluno-92,2023,FASE 6,6L,,Feminino,2016.0,Privada - Programa de Apadrinhamento,Ametista,7.375916667,5.0,6.7,9.4,9.6,5.63,7.1875,7.045,-1.0,8.7,4.8,7.5,10.0,0.0,0.7999999999999998,5.0,1.0,1
RA-920,ALUNO-920,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.199999999999999,5.0,,,,,0
RA-920,ALUNO-920,2022,5.0,F,,,2018.0,,Ametista,7.039504634920634,5.0,7.199999999999999,6.612103174603176,8.33334,5.625,7.8125,8.0,-1.0,5.666666666666667,8.666666666666666,6.1,10.0,0.0,-1.0999999999999996,5.0,,1
RA-920,Aluno-920,2023,ALFA,ALFA H - G0/G1,8.0,Feminino,2023.0,Pública,Agata,6.9647,10.0,6.1,6.3,9.0,7.52,5.625,6.35,0.0,6.0,6.2,8.25,5.0,-1.0,2.1500000000000004,-5.0,-1.0,0
RA-921,ALUNO-921,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.722222222222222,2.5,,,,,0
RA-921,ALUNO-921,2022,3.0,L,,,2022.0,,Quartzo,4.929351371017871,2.5,1.722222222222222,3.914117132867133,10.00002,6.25,7.1875,6.0416575,-1.0,2.333333333333333,1.0,6.3,10.0,0.0,4.5777777777777775,7.5,,1
RA-921,Aluno-921,2023,ALFA,ALFA I - G2/G3,7.0,Feminino,2023.0,Pública,Ametista,7.7407,10.0,6.3,9.7,9.0,7.52,5.625,6.68,0.0,6.5,6.0,6.0,5.0,-1.0,-0.2999999999999998,-5.0,-1.0,0
RA-922,ALUNO-922,2021,2.0,E,,,,Escola Pública,Ametista,7.475,10.0,5.6,6.7,8.5,6.3,8.5,8.5,0.0,,,5.166666666666667,10.0,,-0.4333333333333327,0.0,,0
RA-922,ALUNO-922,2022,3.0,G,,,2019.0,Escola Pública,Ametista,7.191666500000001,10.0,5.166666666666667,8.458333333333334,8.75001,5.0,7.5,6.7083275,-1.0,6.666666666666667,5.333333333333333,8.4,10.0,0.0,3.2333333333333334,0.0,,0
RA-922,Aluno-922,2023,ALFA,ALFA I - G2/G3,,Feminino,2023.0,Pública,Topázio,8.5262,10.0,8.4,9.7,8.5,3.14,7.5,10.01,0.0,8.5,8.2,7.75,10.0,0.0,-0.6500000000000004,0.0,0.0,0
RA-923,ALUNO-923,2021,0.0,M,,,,Escola Pública,Ágata,5.91,5.0,3.9,8.3,8.0,5.0,6.6,5.0,-1.0,,,8.483333333333334,5.0,,4.583333333333334,0.0,,0
RA-923,ALUNO-923,2022,0.0,F,,,2020.0,Escola Pública,Ametista,7.67873527680312,5.0,8.483333333333334,8.076998050682262,10.00002,6.875,5.625,8.083335,-1.0,8.200000000000001,8.766666666666667,7.3,10.0,0.0,-1.1833333333333345,5.0,,1
RA-923,Aluno-923,2023,ALFA,ALFA I - G2/G3,,Feminino,2023.0,Pública,Topázio,8.8842,10.0,7.3,9.9,9.5,7.52,7.5,10.01,0.0,7.5,7.0,5.5,10.0,0.0,-1.7999999999999998,0.0,0.0,1
RA-924,ALUNO-924,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.25,5.0,,,,,0
RA-924,ALUNO-924,2022,1.0,A,,,2022.0,,Ametista,7.412502222222223,5.0,7.25,8.777777777777779,8.500020000000001,7.5,5.625,7.722223333333334,-1.0,8.5,6.0,5.0,10.0,0.0,-2.25,5.0,,1
RA-924,Aluno-924,2023,ALFA,ALFA I - G2/G3,,Masculino,2023.0,Pública,Agata,6.5207,10.0,5.0,5.6,9.0,7.52,5.625,5.93,0.0,5.0,5.0,7.0,5.0,-1.0,2.0,-5.0,-1.0,0
RA-925,ALUNO-925,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.083333333333334,10.0,,,,,0
RA-925,ALUNO-925,2022,0.0,S,,,2022.0,,Ametista,7.818554797720798,10.0,7.083333333333334,8.655270655270654,10.00002,6.25,5.625,7.41666,-1.0,6.5,7.666666666666667,5.4,10.0,0.0,-1.6833333333333336,0.0,,1
RA-925,Aluno-925,2023,ALFA,ALFA I - G2/G3,,Masculino,2023.0,Pública,Ametista,7.1837,10.0,5.4,8.9,9.0,7.52,5.625,5.595,0.0,5.2,5.5,4.75,5.0,-1.0,-0.6500000000000004,-5.0,-1.0,0
RA-926,ALUNO-926,2021,2.0,I,,,,Escola Pública,Ametista,7.219,5.0,6.9,7.9,9.0,5.0,7.5,8.1,-1.0,,,3.555555555555556,5.0,,-3.3444444444444446,0.0,,1
RA-926,ALUNO-926,2022,3.0,G,,,2018.0,Escola Pública,Quartzo,5.148616912114456,5.0,3.555555555555556,6.416701505016722,0.0,5.625,7.5,6.7083275,-1.0,5.166666666666667,4.0,6.8,5.0,-1.0,3.244444444444444,0.0,,0
RA-926,Aluno-926,2023,ALFA,ALFA J - G2/G3,9.0,Feminino,2023.0,Pública,Ametista,7.7792,5.0,6.8,10.0,9.0,3.77,7.5,9.51,-1.0,6.5,7.0,7.0,5.0,-1.0,0.20000000000000018,0.0,0.0,0
RA-927,ALUNO-927,2021,1.0,J,,,,Escola Pública,Ametista,7.247,5.0,4.7,8.8,7.4,7.5,8.1,8.8,-1.0,,,6.25,5.0,,1.5499999999999998,0.0,,0
RA-927,ALUNO-927,2022,1.0,R,,,2020.0,Escola Pública,Ágata,6.65156698989899,5.0,6.25,7.466161616161616,7.416679999999999,5.625,6.041666666666667,7.5,-1.0,7.5,5.0,6.4,5.0,-1.0,0.15000000000000036,0.0,,0
RA-927,Aluno-927,2023,ALFA,ALFA J - G2/G3,,Feminino,2023.0,Pública,Ametista,7.5982,5.0,6.4,9.7,9.0,3.77,7.5,9.255,-1.0,7.0,5.8,6.5,10.0,0.0,0.09999999999999964,5.0,1.0,1
RA-928,ALUNO-928,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.8,10.0,0.0,,,,0
RA-928,Aluno-928,2023,ALFA,ALFA K - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,9.3712,10.0,9.8,10.0,8.5,7.52,8.75,9.67,0.0,9.8,9.8,8.75,10.0,0.0,-1.0500000000000007,0.0,0.0,1
RA-929,ALUNO-929,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.8,10.0,0.0,,,,0
RA-929,Aluno-929,2023,ALFA,ALFA K - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,9.1312,10.0,8.8,9.8,8.5,7.52,8.75,9.67,0.0,8.7,8.9,6.75,5.0,-1.0,-2.0500000000000007,-5.0,-1.0,1
RA-93,ALUNO-93,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.1,10.0,0.0,,,,0
RA-93,ALUNO-93,2021,0.0,L,,,,Escola Pública,Ágata,6.248,10.0,5.1,4.2,8.0,7.5,6.6,5.9,0.0,,,8.5,10.0,0.0,3.4000000000000004,0.0,0.0,0
RA-93,Aluno-93,2022,5,L,15.0,Menina,2016.0,Rede Decisão,Topázio,8.941,10.0,8.5,9.7,8.3,8.1,,9.083,0.0,8.8,8.3,,10.0,1.0,,0.0,1.0,1
RA-93,Aluno-93,2023,FASE 7,7E,16.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,,7.36,10.0,6.5,8.6,7.9,3.14,,,1.0,,,7.483333333333333,10.0,1.0,,0.0,0.0,0
RA-930,ALUNO-930,2021,5.0,A,,,,Rede Decisão,Topázio,8.355,5.0,9.0,8.3,10.0,7.5,8.0,9.3,-1.0,,,8.466666666666667,5.0,,-0.5333333333333332,0.0,,0
RA-930,ALUNO-930,2022,6.0,A,,,2019.0,Rede Decisão,Topázio,8.96534820289855,5.0,8.466666666666667,9.641304347826086,10.00002,9.375,9.0625,10.00001,-1.0,7.066666666666667,9.0,9.0,10.0,0.0,0.5333333333333332,5.0,,1
RA-930,Aluno-930,2023,ALFA,ALFA K - G0/G1,8.0,Masculino,2023.0,Pública,Topázio,8.8872,10.0,9.0,8.8,9.0,7.52,8.75,9.0,0.0,8.7,9.3,8.0,5.0,-1.0,-1.0,-5.0,-1.0,1
RA-931,ALUNO-931,2021,1.0,G,,,,Escola Pública,Ametista,7.757,5.0,6.6,9.6,8.5,6.9,8.3,8.2,-1.0,,,3.333333333333333,5.0,,-3.2666666666666666,0.0,,1
RA-931,ALUNO-931,2022,1.0,G,,,2019.0,Escola Pública,Ágata,6.38972597744361,5.0,3.333333333333333,6.948621553884712,9.50002,6.875,5.625,8.166665,-1.0,5.666666666666667,1.0,7.8,10.0,0.0,4.466666666666667,5.0,,1
RA-931,Aluno-931,2023,ALFA,ALFA K - G0/G1,,Masculino,2023.0,Pública,Ametista,7.3747,10.0,7.8,8.2,8.5,2.52,5.625,7.6,0.0,7.0,8.5,8.5,5.0,-1.0,0.7000000000000002,-5.0,-1.0,0
RA-932,ALUNO-932,2021,3.0,B,,,,Escola Pública,Ametista,7.289,10.0,6.4,5.8,10.0,7.5,7.1,6.9,0.0,,,5.444444444444444,5.0,,-0.9555555555555566,-5.0,,1
RA-932,ALUNO-932,2022,3.0,B,,,2017.0,Escola Pública,Quartzo,5.201146520702537,5.0,5.444444444444444,5.207123159068239,0.0,4.375,7.5,6.916665,-1.0,5.833333333333333,6.333333333333333,7.5,10.0,0.0,2.0555555555555562,5.0,,1
RA-933,ALUNO-933,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.066666666666666,5.0,,,,,0
RA-933,ALUNO-933,2022,5.0,A,,,2022.0,,Quartzo,5.677000466853408,5.0,2.066666666666666,6.255835667600373,7.91667,7.5,5.625,7.041665,-1.0,2.166666666666667,2.5,7.7,10.0,0.0,5.633333333333335,5.0,,1
RA-934,ALUNO-934,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,,,,,0
RA-934,ALUNO-934,2022,7.0,D,,,2022.0,,Ametista,7.665178904761905,5.0,8.0,9.523809523809524,7.91667,7.5,7.1875,7.0,-1.0,9.0,7.0,8.7,10.0,0.0,0.6999999999999993,5.0,,1
RA-934,Aluno-934,2023,ALFA,ALFA K - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,9.1737,10.0,8.7,9.6,9.0,7.52,9.375,9.67,0.0,8.3,9.0,8.5,5.0,-1.0,-0.1999999999999993,-5.0,-1.0,0
RA-935,ALUNO-935,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.4,5.0,-1.0,,,,0
RA-935,Aluno-935,2023,ALFA,ALFA K - G0/G1,9.0,Masculino,2023.0,Pública,Ametista,7.9535,5.0,9.4,9.8,0.0,7.52,9.375,9.67,-1.0,9.2,9.5,8.5,5.0,-1.0,-0.9000000000000004,0.0,0.0,1
RA-936,ALUNO-936,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.25,5.0,,,,,0
RA-936,ALUNO-936,2022,0.0,Q,,,2022.0,,Ágata,6.979899934065935,5.0,6.25,7.170329670329671,10.00002,7.5,5.625,7.41666,-1.0,6.0,6.5,6.5,10.0,0.0,0.25,5.0,,1
RA-937,ALUNO-937,2021,2.0,G,,,,Escola Pública,Topázio,8.581,10.0,8.3,8.3,10.0,7.5,8.1,8.4,0.0,,,4.777777777777778,10.0,,-3.522222222222223,0.0,,1
RA-937,ALUNO-937,2022,3.0,G,,,2018.0,Escola Pública,Ágata,6.925909119658121,10.0,4.777777777777778,7.32051282051282,10.00002,5.625,7.1875,6.124995,-1.0,6.166666666666667,2.666666666666667,9.2,10.0,0.0,4.422222222222222,0.0,,0
RA-937,Aluno-937,2023,ALFA,ALFA K - G0/G1,,Feminino,2023.0,Pública,Topázio,9.3237,10.0,9.2,9.6,9.5,7.52,9.375,9.67,0.0,9.0,9.3,7.5,5.0,-1.0,-1.6999999999999993,-5.0,-1.0,1
RA-938,ALUNO-938,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.2,5.0,-1.0,,,,0
RA-938,Aluno-938,2023,ALFA,ALFA K - G0/G1,,Masculino,2023.0,Pública,Agata,6.7372,5.0,4.2,8.4,8.5,7.52,6.25,7.5,-1.0,0.0,8.3,7.75,5.0,-1.0,3.55,0.0,0.0,0
RA-939,ALUNO-939,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.4,5.0,-1.0,,,,0
RA-939,ALUNO-939,2021,3.0,D,,,,Escola Pública,Ágata,6.469,5.0,7.4,5.0,9.2,4.4,9.1,6.2,-1.0,,,5.266666666666667,5.0,,-2.1333333333333337,0.0,,1
RA-939,ALUNO-939,2022,4.0,L,,,2021.0,Escola Pública,Ágata,6.745866585563862,5.0,5.266666666666667,7.24391126115264,7.50001,5.625,7.8125,8.25,-1.0,6.0,2.666666666666667,5.4,5.0,-2.0,0.13333333333333375,0.0,,0
RA-939,Aluno-939,2023,ALFA,ALFA L - G2/G3,,Feminino,2023.0,Pública,Ametista,7.9742,5.0,5.4,10.0,9.0,7.52,7.5,10.01,-2.0,5.0,5.7,5.0,5.0,-1.0,-0.40000000000000036,0.0,1.0,1
RA-94,ALUNO-94,2021,4.0,F,,,,Escola Pública,Ágata,5.923,10.0,4.6,3.6,7.5,7.5,7.3,5.2,1.0,,,7.7,10.0,0.0,3.1000000000000005,0.0,-1.0,0
RA-94,Aluno-94,2022,5,L,15.0,Menina,2018.0,Rede Decisão,Topázio,8.921,10.0,7.7,9.6,8.3,8.1,,9.583,0.0,7.0,6.7,7.2,5.0,-1.0,-0.5,-5.0,-1.0,0
RA-94,Aluno-94,2023,FASE 5,5L,,Feminino,2018.0,Privada - Programa de Apadrinhamento,Ametista,7.289333333,5.0,7.2,9.6,7.5,2.52,8.75,7.795,-1.0,7.7,4.8,8.0,10.0,0.0,0.7999999999999998,5.0,1.0,1
RA-940,ALUNO-940,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-2.0,,,,0
RA-941,ALUNO-941,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.666666666666667,5.0,,,,,0
RA-941,ALUNO-941,2022,3.0,E,,,2022.0,,Ágata,6.328219530303031,5.0,5.666666666666667,5.109848484848484,7.91667,7.5,7.8125,6.7499975,-1.0,4.333333333333333,3.666666666666667,5.0,10.0,0.0,-0.666666666666667,5.0,,1
RA-941,Aluno-941,2023,ALFA,ALFA L - G2/G3,,Feminino,2023.0,Pública,Ametista,7.6872,10.0,5.0,10.0,8.0,7.52,5.0,8.175,0.0,5.0,5.0,8.75,5.0,-1.0,3.75,-5.0,-1.0,0
RA-942,ALUNO-942,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,5.0,-2.0,,,,0
RA-943,ALUNO-943,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,10.0,0.0,,,,0
RA-943,Aluno-943,2023,ALFA,ALFA L - G2/G3,,Feminino,2023.0,Pública,Topázio,8.9172,10.0,8.0,9.4,9.5,7.52,7.5,9.925,0.0,8.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0
RA-944,ALUNO-944,2021,3.0,F,,,,Escola Pública,Quartzo,4.625,5.0,1.3,4.7,9.2,5.6,7.3,3.6,-2.0,,,0.9444444444444444,2.5,,-0.3555555555555556,-2.5,,0
RA-944,ALUNO-944,2022,3.0,G,,,2017.0,Escola Pública,Quartzo,4.181778881642512,2.5,0.9444444444444444,2.917572463768116,8.75001,7.5,6.09375,4.6249975,-1.0,2.666666666666667,0.0,7.5,5.0,-1.0,6.555555555555555,2.5,,1
RA-944,Aluno-944,2023,ALFA,ALFA M - G0/G1,9.0,Feminino,2023.0,Pública,Ametista,7.0687,5.0,7.5,7.6,9.0,7.52,5.625,6.67,-1.0,9.2,5.8,9.0,5.0,-2.0,1.5,0.0,-1.0,0
RA-945,ALUNO-945,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.0,5.0,-2.0,,,,0
RA-945,ALUNO-945,2021,3.0,D,,,,Escola Pública,Ametista,7.747,5.0,9.0,6.4,8.8,7.5,8.3,8.6,-2.0,,,8.422222222222222,5.0,,-0.5777777777777775,0.0,,0
RA-945,ALUNO-945,2022,4.0,A,,,2021.0,Escola Pública,Topázio,8.511529444444445,5.0,8.422222222222222,10.0,8.75001,8.75,8.4375,8.66667,-1.0,7.5,7.833333333333333,7.9,10.0,0.0,-0.5222222222222221,5.0,,1
RA-945,Aluno-945,2023,ALFA,ALFA M - G0/G1,,Masculino,2023.0,Pública,Topázio,8.0777,10.0,7.9,9.2,8.5,7.52,6.875,6.84,0.0,8.0,7.8,8.75,5.0,-1.0,0.8499999999999996,-5.0,-1.0,0
RA-946,ALUNO-946,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,10.0,0.0,,,,0
RA-946,ALUNO-946,2021,3.0,M,,,,Escola Pública,Ametista,7.542,10.0,7.1,6.1,7.9,7.5,7.5,8.1,0.0,,,7.444444444444445,5.0,,0.344444444444445,-5.0,,0
RA-946,ALUNO-946,2022,3.0,K,,,2021.0,Escola Pública,Ametista,7.411457833333333,5.0,7.444444444444445,8.784722222222221,7.08333,7.5,7.65625,7.2083325,-1.0,7.0,7.166666666666667,9.3,10.0,0.0,1.855555555555556,5.0,,1
RA-946,Aluno-946,2023,ALFA,ALFA M - G0/G1,,Masculino,2023.0,Pública,Topázio,8.5822,10.0,9.3,9.4,9.5,7.52,7.5,7.0,0.0,9.0,9.5,4.5,5.0,-1.0,-4.800000000000001,-5.0,-1.0,1
RA-947,ALUNO-947,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.1,5.0,-1.0,,,,0
RA-947,ALUNO-947,2021,1.0,F,,,,Escola Pública,Ametista,7.31,5.0,5.1,8.8,8.5,7.5,8.1,8.1,-1.0,,,4.5,5.0,,-0.5999999999999996,0.0,,0
RA-947,ALUNO-947,2022,1.0,U,,,2021.0,Escola Pública,Quartzo,5.84372876673568,5.0,4.5,5.572808833678399,8.500020000000001,7.5,5.625,5.833325,-1.0,5.333333333333333,3.666666666666667,3.3,10.0,0.0,-1.2000000000000002,5.0,,1
RA-947,Aluno-947,2023,ALFA,ALFA M - G0/G1,,Masculino,2023.0,Pública,Agata,6.3457,10.0,3.3,7.9,9.0,7.52,4.375,5.08,0.0,1.7,4.9,4.5,5.0,-1.0,1.2000000000000002,-5.0,-1.0,0
RA-948,ALUNO-948,2021,3.0,C,,,,Escola Pública,Ametista,6.908,5.0,6.2,6.4,8.3,7.5,7.5,7.8,-1.0,,,4.388888888888889,5.0,,-1.811111111111111,0.0,,1
RA-948,ALUNO-948,2022,4.0,B,,,2018.0,Escola Pública,Ágata,6.288918699407872,5.0,4.388888888888889,5.78487460815047,7.08333,7.5,8.125,7.416665,-1.0,5.0,4.0,0.0,10.0,0.0,-4.388888888888889,5.0,,1
RA-949,ALUNO-949,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.5,5.0,,,,,0
RA-949,ALUNO-949,2022,2.0,D,,,2022.0,,Ametista,7.835649925925926,5.0,8.5,9.62962962962963,8.000020000000001,7.5,6.041666666666667,7.777776666666667,-1.0,7.0,10.0,8.9,10.0,0.0,0.40000000000000036,5.0,,1
RA-949,Aluno-949,2023,ALFA,ALFA M - G0/G1,,Feminino,2023.0,Pública,Topázio,8.0172,10.0,8.9,8.1,9.5,7.52,6.25,6.5,0.0,9.1,8.6,6.5,5.0,-1.0,-2.4000000000000004,-5.0,-1.0,1
RA-95,ALUNO-95,2021,4.0,F,,,,Escola Pública,Quartzo,4.957,5.0,1.3,5.6,8.3,7.5,6.9,4.1,-2.0,,,4.8,5.0,-2.0,3.5,0.0,0.0,0
RA-950,ALUNO-950,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.3,10.0,0.0,,,,0
RA-950,Aluno-950,2023,ALFA,ALFA M - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,8.8862,10.0,9.3,10.0,9.0,7.52,7.5,8.17,0.0,9.5,9.0,7.0,5.0,-1.0,-2.3000000000000007,-5.0,-1.0,1
RA-951,ALUNO-951,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.4,10.0,0.0,,,,0
RA-951,Aluno-951,2023,ALFA,ALFA M - G0/G1,7.0,Feminino,2023.0,Pública,Topázio,8.8902,10.0,8.4,9.7,9.5,7.52,7.5,9.09,0.0,8.5,8.3,4.0,5.0,-1.0,-4.4,-5.0,-1.0,1
RA-952,ALUNO-952,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,10.0,,,,,0
RA-952,ALUNO-952,2022,2.0,P,,,2022.0,,Ametista,7.972224666666668,10.0,5.5,9.666666666666666,9.000020000000001,7.5,6.666666666666666,8.111113333333336,-1.0,6.0,5.0,9.0,10.0,0.0,3.5,0.0,,0
RA-952,Aluno-952,2023,ALFA,ALFA N - G2/G3,8.0,Masculino,2023.0,Pública,Topázio,8.37095,10.0,9.0,9.2,9.5,3.77,7.1875,8.425,0.0,8.8,9.2,8.5,10.0,0.0,-0.5,0.0,0.0,0
RA-953,ALUNO-953,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.3,10.0,0.0,,,,0
RA-953,Aluno-953,2023,ALFA,ALFA N - G2/G3,,Feminino,2023.0,Pública,Ametista,7.54005,10.0,8.3,8.8,7.4,3.14,6.5625,7.09,0.0,8.5,8.0,8.5,10.0,0.0,0.1999999999999993,0.0,0.0,0
RA-954,ALUNO-954,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.25,5.0,,,,,0
RA-954,ALUNO-954,2022,0.0,J,,,2022.0,,Ametista,7.097068901234568,5.0,7.25,8.67283950617284,8.500020000000001,5.0,5.625,7.499995,-1.0,6.166666666666667,8.333333333333334,7.7,10.0,0.0,0.4500000000000002,5.0,,1
